A college degree is essential for getting a good job.
Contact sports should be required in school.
Education should focus on maths and science rather than music and art.
Fast food should be banned in schools.
Girls should be actively encouraged to enter STEM fields.
Homeschooling is better than traditional schooling.
Do you need homework in order to learn?
Cell phones should be banned in schools.
Public schools are better than private schools.
Religion should be taught in school.
Education should be privatized.
Schools should have armed guards.
Teachers should be given guns to defend students.
Schools should teach abstinence-only sex education.
Schools should teach LGBT+ inclusive sex education.
School uniforms should be mandatory.
Should standardized testing be abolished?
Should free STD testing be offered in schools?
Are student loans exploitative?
Studying a second language should be compulsory.
Boarding school is harmful for students.
All people should be able to own guns.
The British Monarchy should be abolished.
Should there be limits on the First Amendment (free speech)?
Britain should leave the European Union.
The US should abolish the electoral college.
Churches should pay taxes.
Is freedom of speech a necessity in a functional society?
Should illegal immigrants be treated as criminals?
Juries should include 24 jurors instead of 12.
The country should allow more refugees to enter.
Is owning an automatic weapon morally justifiable?
Is patriotism ultimately destructive to international relations?
Politics should be kept out of schools.
Presidential terms should be limited to two years instead of four.
All prisons should be governmentally owned and run.
Rich people and large corporations should pay more taxes.
Should the U.N. have a standing army?
The U.S. should intervene in overseas conflicts.
Is the US voting system democratic?
Should the voting age be lowered to 16?
Voting should be mandatory for all citizens.
The West should lift all sanctions on Iran (or North Korea).
Should your country make a land claim on Antarctica?
Abortion should be available to all women.
Should human cloning be legalized?
Should genetic engineering be legal?
The government should provide free birth control.
Companies should be required to hire 50% male and 50% female employees.
Barbie is a good role model for young girls.
Burning the flag should be illegal.
The death penalty should be abolished.
Drug use should be treated as a mental health issue rather than a criminal offense.
Euthanasia should be legal.
Is feminism irrelevant in the 21st century?
Feminism should focus more on men's rights.
Gay marriage should be legalized.
Gay people should be allowed to adopt children.
Is graffiti art just as worthy of regard as classical paintings?
Healthcare should be universal.
Should insurance cover cosmetic procedures?
Censorship is sometimes warranted on the internet.
Marijuana should be legalized.
Can censorship ever be justified?
Has the #MeToo movement gone too far?
The minimum wage should be lowered (or raised).
The harms of patriotism outweigh the benefits.
Police should be allowed to use deadly force.
Religion does more harm than good.
Peer pressure is a good thing.
Drug addicts should be helped rather than punished.
Sex work should be legal.
Smoking should be banned.
Social media does more harm than good.
Is privacy important?
Climate change is the greatest threat in human history.
Companies should be taxed on their carbon emissions and other negative environmental impact.
Plastic bags and packaging should be banned.
Everyone should be vegetarian.
Genetically modified foods (GMOs) should be banned.
Fracking should be banned.
Live animal exports should be banned.
More land should be dedicated as national parks.
Is organic farming the future of agriculture?
Is the Paris Agreement relevant anymore?
The sale of fur should be banned.
Is tourism beneficial to an environment?
Zoos should be banned.
Will the development of artificial intelligence harm or benefit humankind?
Are robots going to increase or decrease our quality of life?
Artificial intelligence is dangerous.
Is technology going to save the world. . . or kill it?
Is the use of technology changing people for the better. . . or worse?
Is technology making people dumber. . . or smarter?
Is technology the opposite of nature? (Are technology and nature diametrically opposed?)
Should humans colonize other planets?
Have social media benefitted or harmed people’s social lives?
Do social media improve or impede communication?
Should a person's social media be considered by school admissions, police investigations, and potential employers?
What's better: traditional or online education?
All cars should be electric.
Should individuals own their own DNA?
Should alcohol be sold after 10 pm?
Alternative medicines should be banned.
Can animal testing be justified?
Beauty pageants should be banned.
Is bad parenting to blame for childhood obesity?
Children should be exposed to technology.
Dance should be considered a sport.
Advertising should be banned during children's programs.
Should fines be scaled depending on income?
Gaming should be considered a sport.
Human cloning should be legalized.
Parents should be able to refuse medical treatment for their children.
Parents should be able to choose the sex of their child.
Parents should limit the amount of time their children spend on technology.
Pop music is the best kind of music.
Unpaid internships should be against the law.
Violent video games should be banned.
Should human cloning be banned?
Should renewable forms of energy be subsidized by the government?
Should the U.S. government fund a space mission to Mars?
Should social media comments be protected by free speech?
Should parents be allowed to choose their baby's gender?
Should animal testing be banned?
Should the U.S. government provide internet service to every citizen?
Are video games too violent for children?
Should the manufacturing of nuclear weapons be permitted?
Is it ever appropriate for the government to restrict freedom of speech?
Is democracy the best form of government?
Should citizens who do not vote be fined?
Is the right to bear arms a necessary constitutional amendment today?
Should the legal voting/driving/drinking age be lowered or raised?
Should a border fence be constructed between the U.S. and Mexico?
Should America give foreign aid to other countries?
Should drone attacks against specific targets be used for modern warfare?
Should affirmative action be abolished?
Should the death penalty be abolished?
Should microaggressions be punishable by law?
Should the cruel treatment of animals be illegal?
Should partial-birth abortion be illegal?
Should all parents be required to attend parenting classes before having a child?
Should parents be required to vaccinate their children?
Should mixed martial arts be banned?
Should celebrities be required to be positive role models?
Should people be fined for not recycling?
Are progressive tax rates just?
Should performance-enhancing drugs be allowed in sports?
Should marijuana use be considered a crime?
Should every student be required to take a performing arts course?
Should homework be banned?
Should school uniforms be required?
Is year-round education is a good idea?
Should physical education be required of all high school students?
Should all students be required to perform community service?
Should schools block YouTube?
Should students be able to leave school grounds for lunch?
Are single-sex schools better for student learning and mental health?
Should schools punish cyberbullying that occurs outside of school?
Should teachers not be allowed to contact students through social media?
Should public prayer be allowed in schools?
Should high-stakes state testing be abolished?
Should poetry units be removed from the curriculum?
Is History (or another subject) actually an important subject in school?
Should schools be allowed to track students by academic level?
Should students be required to pass algebra to graduate?
Should students be graded on their handwriting?
Should all students be required to co-op?
Should the theory of creation be taught in schools?
Should laptops be allowed in classrooms?
Is the boarding school system beneficial to children?
Should parents not purchase war or destruction type toys for their children?
Should sex education be banned in middle schools?
Can people move in together before they are married?
Should homework be banned?
Is it unethical to eat meat?
Should cigarettes be banned from society?
Are beauty pageants a way to objectifying women?
Should the death penalty be taken away completely?
Should violent video games be banned?
Is peer pressure harmful or beneficial to individuals?
Should cell phones be banned in schools?
Is torture justified when used for national security?
Are social networking sites effective, or are they just a sophisticated means for stalking people?
Interesting Debate Topics for College and Beyond
Should high schools provide daycare services for students who have children?
Is it appropriate for adolescents to be sentenced to life without parole?
Is drug testing athletes justified?
Do school uniforms make school a more effective place to learn?
Are alternative energy sources effective and justified?
Are humans to blame for certain animal extinctions?
Is it effective to censor parts of the media?
Is it justified to develop nuclear energy for commercial use?
Do celebrities get away with more crime than non-celebrities?
Is the grading system used in high school effective?
Is cloning animals ethical?
Should jobs be subcontracted into developing countries?
Is television an effective tool in building the minds of children?
Are single sex schools more effective than co-ed schools?
Are video games containing violence appropriate for children?
Is euthanasia justified?
What impact does social networking and social networking sites have on society?
Does school detention do any good in high schools?
Is there good reason for the American war on terror?
Is global warming an issue?
Should laptops be allowed in classrooms?
Should cell phones be used during class?
Is the death penalty appropriate?  Or should it be banned?
Which is better to have as a pet: a cat or a dog?Is animal testing a justified?
Is it better to date someone attractive and popular or intelligent and smart?
Which is the best season of the year?
Which is better: Harry Potter or Twilight?
Which is better: Rock n Roll music or Hip Hop?
Are Batman and Superman misleading idols?
What is the best pizza topping?
Which is a better show: Vampire Diaries or FRIENDS?
What are the advantages of bottled water vs. regular water?
What are the best dating techniques out there?
Are we aliens of some sort?
Is there life after death?
Do we have less face-to-face interaction because of Facebook?
Did God create the universe or did it just occur naturally?
Do you think the United States will never have a woman President?
Which is better: daydreaming or night dreaming?
Do vampires get AIDS from sucking blood that is affected?
Which of these two are more real – pirates or ninjas?
What are the advantages of being a man over a woman?
Do nursery rhymes have secret interior meanings?
Do nice girls finish last?
Is it better to be honest and poor or dishonest and rich?
Should older women be allowed to marry younger men?
Do video games cause bad behavior in children?
Should humans eat to live or live to eat?
Who is more complicated gender: men or women?
Interesting and Funny Debate Topics
Is it important for all schools to conduct mandatory drug testing on their students?
Can bullying in schools be stopped? How so?
How far is competition necessary in regards to the learning process?
Do school uniforms help to improve the learning environment?
Will posting students’ grades on bulletin boards publicly motivate them to perform better or is it humiliating?
Should libraries have a list of books that are banned?
Are curfews effective in terms of keeping teens out of trouble?
Is the boarding school system beneficial to children?
Should school attendance be made voluntary in high school?
Is age an important factor in relationships?
Is it ethical for companies to market their products to children?
Does money motivates people more than any other factor in the workplace?
Is co-education a good idea?
